timestamp,source_ip,target_ip,port,path,status_code,username,login_success,method,protocol,host,user_agent,bytes_sent,duration_ms,tls_fingerprint
2026-07-20T10:00:00,127.0.0.1,10.0.0.42,8001,/api/login,200,2024001,true,POST,tcp,127.0.0.1,grade-lab-demo/1.0,680,30,ja3-browser
2026-07-20T10:00:02,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全导论' or 1=1--,200,2024001,,GET,tcp,127.0.0.1,grade-lab-demo/1.0,4500,40,ja3-browser
2026-07-20T10:00:04,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全导论' or 1=1--,200,2024001,,GET,tcp,127.0.0.1,grade-lab-demo/1.0,4500,38,ja3-browser
2026-07-20T10:00:06,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全导论' or 1=1--,200,2024001,,GET,tcp,127.0.0.1,grade-lab-demo/1.0,4500,36,ja3-browser
2026-07-28T23:26:39,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,401,,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",57,3,ja3-browser
2026-07-28T23:26:39,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,401,,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",57,1,ja3-browser
2026-07-28T23:26:42,127.0.0.1,10.0.0.42,8001,/,200,,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",4441,6,ja3-browser
2026-07-28T23:26:42,127.0.0.1,10.0.0.42,8001,/api/me,401,,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",57,0,ja3-browser
2026-07-28T23:26:55,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,2,ja3-browser
2026-07-28T23:26:56,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:57,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:58,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:58,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:58,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:58,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:58,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:58,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:59,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:59,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:59,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:59,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:26:59,127.0.0.1,10.0.0.42,8001,/api/login,401,admin,false,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",75,1,ja3-browser
2026-07-28T23:27:16,127.0.0.1,10.0.0.42,8001,/api/login,200,2024001,true,POST,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",269,1,ja3-browser
2026-07-28T23:27:16,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",515,1,ja3-browser
2026-07-28T23:27:19,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",515,2,ja3-browser
2026-07-28T23:27:21,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",1407,29,ja3-browser
2026-07-28T23:27:22,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",1407,19,ja3-browser
2026-07-28T23:27:25,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",1407,18,ja3-browser
2026-07-28T23:27:28,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",1407,28,ja3-browser
2026-07-28T23:27:31,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",1407,18,ja3-browser
2026-07-28T23:27:34,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",515,2,ja3-browser
2026-07-28T23:27:37,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",515,1,ja3-browser
2026-07-28T23:27:40,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",515,2,ja3-browser
2026-07-28T23:27:43,127.0.0.1,10.0.0.42,8001,/api/grades,200,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",515,0,ja3-browser
2026-07-28T23:27:46,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,403,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",84,29,ja3-browser
2026-07-28T23:27:46,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,403,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",84,10,ja3-browser
2026-07-28T23:27:48,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,403,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",84,5,ja3-browser
2026-07-28T23:27:49,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,403,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",84,49,ja3-browser
2026-07-28T23:27:52,127.0.0.1,10.0.0.42,8001,/api/grades?course=信息安全` or 1=1--,403,2024001,,GET,tcp,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36 Edg/150.0.0.0",84,44,ja3-browser
